"","Solar","Eolica","Prevision_solar","Prevision_Viento","Carga_prevision","Carga_real","Precio_prevision","Precio_real"
"1",49,6378,17,6436,26118,25385,50.1,65.41
"2",50,5890,16,5856,24934,24382,48.1,64.92
"3",50,5461,8,5454,23515,22734,47.33,64.48
"4",50,5238,2,5151,22642,21286,42.27,59.32
"5",42,4935,9,4861,21785,20264,38.41,56.04
"6",34,4618,4,4617,21441,19905,35.72,53.63
"7",34,4397,3,4276,21285,20010,35.13,51.73
"8",35,3992,12,3994,21545,20377,36.22,51.43
"9",54,3629,39,3602,21443,20094,32.4,48.98
"10",743,3073,784,3212,21560,20637,36.6,54.2
"11",2019,2683,1996,2617,22824,22250,43.1,58.94
"12",3197,2771,2990,2450,23720,23547,45.14,59.86
"13",3885,2906,3842,2819,24180,24133,45.14,60.12
"14",4007,2923,3812,2830,24797,24713,47.35,62.05
"15",3973,2945,3699,2851,25222,24672,47.35,62.06
"16",3818,2709,3369,2822,24173,23528,43.61,59.76
"17",3088,2552,2615,2562,23659,23118,44.91,61.18
"18",1467,2699,1387,2578,23982,23606,48.1,64.74
"19",404,2764,399,2824,26981,26447,58.02,74.26
"20",139,2913,100,2801,28515,28020,61.01,74.24
"21",100,3118,44,2999,30482,29014,62.69,75.64
"22",75,3373,26,3185,30739,29571,60.41,73.92
"23",74,3508,13,3446,29756,29031,58.15,70.53
"24",56,3527,14,3482,27589,26798,53.6,64.13
"25",54,13232,5,13329,27309,27070,10,64.02
"26",54,12760,35,12718,25397,24935,7,58.46
"27",54,12174,43,12375,23640,23214,5,54.7
"28",53,11358,32,11524,22638,22540,4,54.91
"29",53,11199,31,11310,22238,22096,4,53.07
"30",63,11152,26,11111,22299,22066,4.8,54.23
"31",55,11169,21,11303,22660,22275,5,58.22
"32",54,11205,136,11297,23449,23025,7.04,67.55
"33",116,10920,175,11048,24067,23699,7.04,70.33
"34",1039,10491,1092,10711,25737,25834,7.88,71.26
"35",2373,10156,2319,10379,27883,27927,10.71,75.86
"36",3699,10421,3451,10423,28969,29072,10,73.65
"37",4154,11230,4005,10989,28894,29071,7.04,74.19
"38",4074,11920,4120,11842,29460,29439,7,71.51
"39",3851,11819,3794,12078,29389,29241,6.33,71.04
"40",3619,11961,3479,11797,28231,27973,5,71.24
"41",3024,12025,2788,12061,27716,27320,6.21,70.64
"42",2053,12077,1786,12102,27981,27157,9.98,72.85
"43",769,11276,618,11451,30136,29045,33.15,82.55
"44",266,10510,170,10619,32754,31967,50,83.33
"45",165,10406,104,10216,33968,33266,52.01,83.23
"46",137,10445,93,10470,33870,33668,50.01,79.06
"47",137,9976,92,10112,32715,32426,45.8,76.2
"48",137,9527,81,9560,30052,29705,41.74,71.75
"49",62,9264,2,9313,26323,25564,35.62,66.82
"50",62,9135,0,9215,24301,23584,27.1,63.35
"51",61,9362,0,9196,22651,22194,25,58.79
"52",61,9628,2,9502,21785,21296,20.01,57.44
"53",61,9607,2,9617,21418,21145,17.1,55.29
"54",61,9666,1,9619,21317,21316,17.22,56.22
"55",61,9743,1,9733,21768,21674,20.14,58.13
"56",63,9401,37,9455,22276,22127,19.87,62.06
"57",233,8363,364,8564,22674,22756,20.22,67.36
"58",820,7924,1080,8062,24595,24654,25.22,69.21
"59",1665,7592,2015,7573,26431,26454,25.13,70.35
"60",2488,7874,2935,7689,27260,26959,27.1,68.77
"61",3218,8192,3406,8082,27165,26716,28.71,68.82
"62",3695,8718,3743,8571,27449,26802,25,68.23
"63",3780,9152,3756,9082,27154,26416,23.68,67.97
"64",3370,9382,3373,9168,26011,25362,14.87,62.76
"65",2692,9307,2724,9502,25162,24770,11.7,62.03
"66",1931,8892,1852,9020,24691,24501,19.52,66.69
"67",1015,8568,741,8641,25293,24992,25.13,71.5
"68",502,9005,103,8863,28421,27964,39.71,72.14
"69",355,9672,111,9619,30293,29694,44,72.45
"70",291,10081,157,10158,30828,29874,41.21,72.86
"71",207,10537,136,10370,29896,28979,35.69,70.1
"72",117,10953,78,10857,27700,26863,30.23,67.62
"73",692,8540,584,8564,25481,25254,24.65,55.22
"74",684,8080,640,8335,23734,23620,20.2,50.54
"75",648,7773,551,7816,22658,22606,19.16,48.68
"76",640,7601,508,7802,22130,22191,21.9,48.02
"77",563,7584,445,7570,21879,21929,14.9,47.06
"78",372,7812,288,7595,22230,22195,24.65,46.79
"79",179,7950,134,7913,23903,24035,28.01,47.63
"80",129,8228,33,8239,26742,26807,27.51,47.44
"81",357,8341,379,8275,28481,28316,33.96,50.84
"82",1634,8569,1381,8320,29705,29871,38,54.84
"83",3830,8433,3378,8529,30656,30585,37.17,59.95
"84",4937,8001,4727,8199,30717,30772,35.01,59.35
"85",5302,7520,5221,7698,30616,30685,38,57.03
"86",5590,7274,5765,7274,30287,30429,38.12,59.22
"87",5668,6878,5661,7008,29451,28741,30.4,58.56
"88",5593,7517,5540,7263,28730,28249,27.58,52.07
"89",5316,7999,5319,7886,28393,28105,27.56,52.15
"90",4907,8181,4766,8191,28062,27908,27.5,61.12
"91",4200,8260,3965,8321,27317,27577,26.53,71.98
"92",2911,8156,2680,8296,27189,27418,30,74.64
"93",1392,8347,1189,8158,28914,28604,39.7,75.38
"94",748,8875,750,8677,30333,30346,40.48,76.49
"95",696,8922,643,9036,28341,28190,37.97,73.83
"96",672,8735,647,8826,26412,26270,28,69.51
"97",691,7351,399,7321,25149,25069,43.49,70.77
"98",668,7403,588,7474,23630,23390,35.5,64.89
"99",662,7887,566,7731,22590,21988,35.2,60.91
"101",570,8348,386,8397,21369,20778,30.6,58.04
"102",428,8526,277,8437,20723,20309,30.6,59.57
"103",243,8518,161,8660,20498,20252,30.6,69.73
"104",155,8263,195,8285,19736,19964,30,72.97
"105",500,8326,685,8286,19970,20796,30.6,77.92
"106",1333,8046,1669,8122,21590,22478,35.3,79.59
"107",2482,8439,3011,8214,22987,23834,35.2,81.75
"108",3339,9131,3344,8921,23271,24429,35.4,80.82
"115",2944,7431,2658,7617,20654,21888,42.01,89.08
"116",1971,6570,1764,6837,20904,22048,51.4,90.97
"117",958,5549,946,5836,22334,22858,55.35,88.51
"118",605,4979,483,5054,25504,25604,62,82.85
"119",518,4822,324,4869,25938,25381,60.01,80.52
"120",394,4982,347,4890,23892,23822,57.6,72.18
"121",626,4052,544,4104,24086,23711,53.01,71.48
"122",624,3832,513,3889,22554,22354,45.65,64.76
"123",616,3398,466,3514,21566,21546,44.04,60.22
"124",582,3003,481,3091,21211,21171,43.58,57.14
"125",576,2569,486,2691,21074,21042,43.98,53.94
"126",499,2380,434,2377,21579,21618,44.91,53.43
"127",415,2196,399,2206,23250,23433,51,56.68
"128",412,1701,475,1827,25560,25885,55.76,63.49
"129",1168,1102,1408,1208,27900,28456,59.95,66.75
"130",3018,682,3077,759,29463,29708,60.5,73.07
"131",4129,470,4070,506,30133,30887,61.29,78.95
"132",4642,472,4629,483,30558,31409,61.69,75.91
"133",4976,683,4919,678,31035,31947,61.95,73.12
"134",5044,1041,5014,1130,31154,32078,61.29,68.02
"135",4887,1652,4875,1479,30381,31193,60.09,66.67
"136",4641,2761,4686,2347,29581,30542,60.5,65.08
"137",4279,3277,4404,3318,29085,30591,60.69,66.1
"138",3824,3281,3907,3236,29155,30799,60.69,72
"139",3132,3781,3456,3699,28943,30481,58.9,78.6
"140",2383,3943,2719,3929,29013,30147,57,81.18
"141",1586,4028,1615,4059,29307,30120,57,81.65
"142",891,3661,924,3823,29896,30747,59.88,78.63
"143",696,3485,632,3558,29310,29978,59.6,73.2
"144",669,3276,495,3276,26817,27421,55.76,72.46
"145",1280,6210,597,6140,30239,30518,59.52,67.24
"146",1253,5993,514,6205,28031,28484,51.1,64.17
"147",1231,5529,542,5735,26635,27026,47.03,62.12
"148",1223,5127,551,5232,26076,26248,48.5,62.11
"149",1189,4940,550,4959,25734,25838,48.79,60.05
"150",1142,4735,457,4784,25889,26021,50.51,62.48
"151",1043,4266,592,4452,27135,26992,59.13,70.01
"152",979,3849,871,3912,29269,28625,60.8,75.2
"153",1336,3369,1821,3585,31596,31015,61.87,83.3
"154",2121,2959,3169,3028,33540,33276,64.23,93.14
"155",2841,3226,4356,3098,34919,34221,66.5,100.45
"156",3556,4273,4651,3964,35376,34796,67.1,95.17
"157",3756,5914,4654,5486,36279,35535,66.1,85.23
"158",3639,7320,4593,7010,36886,35752,65,81.5
"159",4133,7837,4414,8090,36199,35605,59.75,77.29
"160",4896,7890,4049,7971,35918,36020,59.61,76.61
"161",4647,7996,3887,8004,36366,36066,59.53,77.15
"162",4184,7955,4055,7962,36676,36195,61.1,79.51
"163",3631,7582,3523,7779,36275,35739,61.1,91.05
"164",2772,6821,2670,7115,35664,35188,61.1,95.29
"165",2013,6198,1612,6110,34828,34470,61.87,91.25
"166",1193,6139,743,5883,34241,33716,63.71,87.08
"167",636,6398,462,6276,33972,32697,64.1,78.15
"168",573,6262,480,6324,32057,30477,59.13,75.07
"169",433,5908,443,5755,27766,26788,49,73.73
"170",391,5509,363,5596,26176,25146,46.86,70.99
"171",352,5204,295,5218,24974,23889,45.68,68.3
"172",328,4891,276,4923,24173,23046,44.99,64.22
"173",327,4738,244,4706,23779,22587,44.81,63.53
"174",320,4868,212,4779,23503,22361,44.68,66.7
"175",265,4809,235,4867,23493,22551,44.81,69.79
"176",223,4849,420,4812,23562,22543,44.81,75.57
"177",708,4285,1166,4532,24929,24042,46.85,82.36
"178",2225,3889,2373,3916,27227,25932,49,87.03
"179",3943,3330,3681,3551,29193,27664,54.36,91.08
"180",4514,2911,4451,2983,29950,28448,61.98,89.29
"181",4926,2376,4940,2486,30333,28881,62.47,85.45
"182",5067,1917,5172,1978,30711,29329,62.93,80.33
"183",5092,1741,5163,1759,30055,29026,61.98,77.33
"184",5019,1680,4994,1729,29123,28237,57.48,77.03
"185",4803,1774,4740,1795,28632,27868,54.38,78.15
"186",4507,2001,4391,1993,28356,27654,54.36,80.48
"187",4010,2574,3790,2586,28124,27507,52.04,90.87
"188",3321,3022,2928,3102,27922,27544,54.38,94.11
"189",2089,3312,1860,3344,27925,27578,60.33,90.26
"190",957,3478,997,3476,28578,28222,66,84.66
"191",721,3726,689,3724,28862,28221,63.6,77.05
"192",691,3968,581,3880,27334,26436,55.5,73.14
"193",39,3552,72,3653,27430,27485,60.47,67.7
"194",38,3334,72,3482,25783,25750,52.88,61.05
"195",37,3486,73,3466,24718,24760,48.62,59.61
"196",37,3492,42,3526,24185,24188,47.69,58.65
"197",36,3541,29,3602,23980,23840,45.85,58.4
"198",41,3603,41,3582,24139,24030,45.78,59.77
"199",45,3952,34,3911,25737,25965,49.3,68.38
"200",58,4209,65,4167,27995,28266,55.93,75.5
"201",317,4171,386,4273,29747,29981,60.47,81.67
"202",1107,3873,1217,3856,31824,31932,57.5,85.8
"203",2133,3865,2336,3894,33063,33325,59.57,92
"204",3193,3802,3164,3821,33748,34144,60.47,89.66
"205",3932,3676,3407,3705,34392,35040,63.52,85.5
"206",4156,3620,3874,3614,34891,35524,63.69,81.22
"207",4285,3774,4218,3740,33853,34579,60.47,77.08
"208",4135,4045,4084,3949,32981,33792,60.1,77.33
"209",3883,4345,3846,4323,32846,33768,62.53,80.09
"210",3513,4914,3394,4708,32833,33696,63.01,81.64
"211",3253,5564,2711,5369,32283,33154,62.29,88.51
"212",2403,5966,1832,5950,31942,32440,61.51,89
"213",1060,5879,931,5984,32045,32384,65.5,87.11
"214",530,5861,440,5860,33356,33976,67.67,82.13
"215",444,5431,424,5616,31269,31420,61.51,78.39
"216",386,5147,417,5120,28845,28825,54.9,72.17
"217",384,996,268,1058,24575,24899,56.65,61.8
"218",167,897,196,905,23348,23505,53.5,59.46
"219",102,934,202,890,22480,22589,49.69,55.97
"220",103,933,61,939,22330,22177,49.1,55.03
"221",102,898,45,910,22165,22025,51.25,54.53
"222",102,826,35,872,22491,22426,53.6,55.44
"223",102,890,27,869,24284,24361,58.02,57.22
"224",103,998,31,962,27772,27890,63.03,63.84
"225",233,1183,237,1090,29263,29335,63.56,71.4
"226",1209,1214,1093,1218,29664,29951,64.66,74.51
"227",2927,852,2703,995,30369,30452,63.9,77.05
"228",4515,828,4196,783,30650,30856,61.9,75.49
"229",5044,1346,4699,1454,30964,31449,60.9,74.23
"230",5107,2139,5068,2133,30930,31218,59.8,74
"231",4900,2602,4903,2881,29821,30458,56.8,72.86
"232",4463,3146,4585,3109,29284,29836,53.6,69.68
"233",4215,3812,3645,3681,29705,29781,53.5,68.36
"234",3756,4411,3526,4175,29953,29929,54.9,71.77
"235",2857,4682,2622,4614,29914,29638,55.26,77.55
"236",1303,4400,1492,4510,29920,29950,61,78.67
"237",633,4443,723,4211,32363,32244,61.69,78.46
"238",510,4419,496,4406,31869,31900,61,78.1
"239",497,3976,453,4116,28549,28690,56.8,70.98
"240",466,3299,461,3281,26142,26219,53,62.14
"241",26,4256,23,4187,22654,22460,53.21,60.35
"242",25,4802,3,4828,21215,21033,36.1,54.98
"243",25,5261,14,5191,20177,19977,34,53.36
"244",25,5647,17,5771,19623,19389,31,52.62
"245",25,5907,32,5999,19453,19126,25.17,49.17
"246",25,6487,27,6393,19430,19199,25.46,47.97
"247",23,7036,10,7013,19825,19404,26.56,49.1
"248",35,7397,35,7469,20080,19500,26.25,49.91
"249",394,8140,348,8003,20529,20182,26.26,51.53
"250",1228,9148,1019,8890,22303,22121,27.3,55.87
"251",2045,9866,2140,10121,23863,23589,27.42,55.81
"252",2423,10448,2592,10477,24372,24238,27.87,54.7
"253",2437,10819,2741,10956,24563,24271,28.24,52.89
"254",2022,11383,2672,11131,24976,24713,27.49,54.58
"255",1630,11916,2300,11719,24827,24477,27.27,54.82
"256",1334,12171,1672,12170,23696,23377,24.14,52.08
"257",860,12258,880,12143,23021,23037,24.65,52.05
"258",254,12239,354,12239,23123,23049,31,55.59
"259",57,12399,42,12185,25036,25259,41.7,77.6
"260",54,12793,10,12613,26555,26520,50.34,80.36
"261",55,12806,0,12869,26981,27123,46.48,82.29
"262",34,12675,5,12678,27054,27025,40,82.47
"263",31,12677,7,12606,25990,25889,36.9,78.06
"264",31,12580,3,12571,23997,23940,32.79,70.13
"265",44,1661,21,1683,27051,27085,66.17,60.81
"266",42,1436,18,1488,25157,25272,61.57,58.27
"267",42,1350,8,1316,24059,24121,56.7,53.65
"268",42,1386,15,1361,23630,23626,54.5,51.95
"269",42,1349,11,1345,23522,23572,53.96,51.4
"270",42,1286,11,1272,24139,24070,56.7,52.93
"271",42,1263,13,1265,26643,26787,62.69,58.8
"272",45,1266,31,1283,31303,31511,69.37,70.52
"273",157,1237,188,1251,34166,34046,68,75.72
"274",1104,1205,1051,1217,34902,34876,70.5,81.92
"275",2190,1196,2116,1164,35302,35093,70.5,85.63
"276",3012,1146,2841,1079,34926,34588,68.5,86.76
"277",3262,1170,3487,1025,34461,34347,67.2,82.78
"278",3208,1210,3466,1233,34077,34146,66.46,76.7
"279",3027,1034,3264,1101,32951,32884,64.76,74.35
"280",2630,924,2491,961,32532,32422,64.76,73.6
"281",1615,905,1548,885,32380,32502,65.23,74.74
"282",422,1091,817,994,33392,33509,66.5,76.34
"283",86,1110,333,1212,36018,35896,72.5,84.23
"284",63,1051,53,1088,36757,36615,72.58,87.72
"285",56,1175,0,1135,36901,36704,72.07,86.54
"286",44,1430,0,1385,35903,35823,68.8,81.3
"287",42,1631,21,1642,32853,32932,65.23,69.06
"288",42,1729,8,1746,29696,29695,63.29,62.43
"289",32,8027,4,8097,28161,28033,46.17,55.61
"290",32,7668,0,7806,25814,25750,42,52.54
"291",32,7337,0,7376,24609,24517,40.8,50.97
"292",32,6970,1,7098,24062,23911,39.69,49.57
"293",32,6966,3,6814,23903,23876,39.2,48.74
"294",32,6890,1,6962,24462,24445,40,49.56
"295",32,6853,1,6887,27029,27027,44.93,53.96
"296",37,6849,9,6901,31669,31924,58.34,65.89
"297",56,6964,61,6887,35277,35351,62.2,73.97
"298",516,6922,650,7022,36330,36288,66.2,78.25
"299",1475,6320,1695,6650,36982,36612,68.52,83.44
"300",2284,5670,2715,5847,36787,36296,66.49,81.74
"301",2857,5901,3317,5519,36279,35645,63.31,78.22
"302",3217,6300,3422,6002,35781,35172,61.84,74.18
"303",3253,6635,3350,6334,34485,33895,57.46,69.45
"304",3084,6481,3012,6593,33826,33283,57.59,69.58
"305",2475,6184,2280,6291,33745,33030,60.69,72.97
"306",1187,5758,1292,5959,34067,33542,62.56,75.59
"307",303,5607,437,5636,36388,35944,67.11,86.26
"308",98,5656,4,5604,37797,37553,70.2,88.57
"309",80,5789,8,5820,37691,37604,69.1,87.32
"310",44,5689,16,5901,36952,36831,63.89,80.78
"311",44,5676,11,5718,34327,33972,61.84,77.41
"312",35,5925,6,5770,31228,30733,54.96,67
"313",28,6174,1,5993,28401,28057,48.04,60.23
"314",28,6637,3,6256,25944,25764,43.22,54.69
"315",27,6808,1,6577,24597,24495,43.05,53.88
"316",27,6744,1,6625,24158,23887,43.21,53.19
"317",27,6780,0,6428,24076,23892,43.05,52.57
"318",27,6224,0,6395,24612,24438,46.83,57.13
"319",27,5424,0,5557,27154,27040,60.69,70.06
"320",32,4958,2,4933,32225,31798,68.03,76.53
"321",39,4773,58,4636,35671,35150,71.46,83.97
"322",411,4645,497,4658,36366,35953,78.9,92.24
"323",1258,4425,1345,4549,36501,36439,81.12,97.95
"324",1960,4302,2281,4313,36304,36048,77.15,94.52
"325",2480,4677,2895,4447,35821,35561,71.15,86.31
"326",2688,5121,3159,5041,35422,35186,68.25,79.91
"327",2683,5330,3111,5388,34070,33909,63.89,76.06
"328",2420,5528,2643,5530,33419,33322,63.01,75.64
"329",2003,5518,1871,5641,33189,33330,64.89,77.09
"330",905,5440,830,5604,33748,33811,67.11,79.62
"331",213,5806,285,5888,36210,36114,69.96,88.06
"332",112,6321,31,6335,38021,37535,70.52,88.75
"333",79,6901,11,6924,38219,37633,68.75,86.91
"334",32,7571,22,7523,37223,36809,62.99,79.91
"335",31,7913,15,8025,34534,33939,55,70.11
"336",31,8204,0,8085,31369,30630,45.67,59.27
"337",31,8374,4,8424,28158,27865,39,49.14
"338",31,8407,0,8463,25897,25617,35,45.38
"339",31,8338,0,8402,24636,24269,34.73,43.68
"340",31,8323,0,8319,23966,23940,33.04,42.49
"341",31,8080,1,8337,23884,23762,32.25,40.7
"342",31,7901,1,8093,24391,24485,33,41.48
"343",31,8032,1,7992,26919,26919,38,46.24
"344",33,8288,21,8186,31770,31608,48.62,56.67
"345",50,8799,73,8689,35369,34804,57.59,69.9
"346",562,9263,567,9166,36242,35815,63.01,76.22
"347",1336,9169,1397,9423,36975,36260,64,79.18
"348",1984,9300,2191,9164,36838,35996,62.01,77.66
"349",2287,9645,2556,9595,36431,35539,54.87,70.25
"350",2274,9606,2640,9905,36047,35240,45.3,57.96
"351",2062,9890,2457,9694,34655,34028,41.35,54.4
"352",1593,10212,1902,10147,34111,33573,40.8,53.87
"353",939,10274,1181,10370,34190,33637,45.03,57.8
"354",287,10112,454,10246,34596,34151,52.47,65.77
"355",67,10081,61,10109,36820,36202,61.69,78.95
"356",62,10678,11,10483,38704,37469,63.43,80.36
"357",61,11114,11,11013,38572,37299,62.01,79.38
"358",59,11935,3,11527,37657,36325,54.12,70.31
"359",59,12091,3,12069,34804,33848,42.35,56.77
"360",59,11295,3,11549,31605,30737,40.13,53.49
"361",59,10525,6,10850,28330,28342,36,45.92
"362",59,9822,0,9975,26071,26119,34,43.7
"363",59,9202,0,9267,24619,24683,33.04,42.91
"364",59,8451,1,8578,24127,24147,33.04,42.15
"365",59,8754,4,8099,23954,24030,33.73,42.73
"366",59,8971,4,8683,24612,24561,35,45.02
"367",59,8614,2,8602,27024,27025,40.69,50.41
"368",59,8693,12,8277,31796,31518,57.93,66.58
"369",40,9101,47,8769,35288,34642,64.89,78.3
"370",352,9430,416,9186,36377,35662,70.52,85.84
"371",1229,9482,1032,9546,36967,36343,71.25,89.11
"372",1855,10147,1628,9912,36823,36335,68.69,85.59
"373",2270,11129,2276,10797,36450,35955,62.56,78.55
"374",2466,12417,2613,11646,36098,35583,58.34,71.22
"375",2388,13423,2538,12710,34828,34322,48.84,61.29
"376",2126,13229,2272,13327,34019,33777,46.25,59.4
"377",1652,12153,1691,12385,33853,33460,54.02,66.69
"378",773,11248,765,11017,34258,33784,58.98,71.61
"379",222,9878,187,10038,36326,35633,63.52,82.21
"380",99,9563,33,9097,37410,36821,66.94,84.46
"381",88,9971,18,9500,37004,36669,64.89,82.09
"382",75,9614,37,9839,36315,36015,59.88,76
"383",75,9612,36,9487,34030,33847,55.02,68.82
"384",75,9578,32,9505,31310,31243,45.34,58.81
"385",75,9550,34,9235,29129,28889,36.54,50.65
"386",74,9273,35,9170,26616,26782,33.8,47.98
"387",57,8637,17,8834,24814,25083,33.04,46.67
"388",38,8014,2,8180,23925,24086,33.04,46.66
"389",38,7669,2,7714,23574,23651,33.04,45.48
"390",38,7110,0,7366,23512,23539,34,46.52
"391",37,6581,0,6668,24045,24025,36,47.61
"392",37,6513,5,6236,25660,25467,41.19,51.97
"393",62,6259,104,6310,27391,27120,48.2,58.88
"394",771,5823,713,5935,30302,29980,60.64,68.81
"395",1914,5356,1815,5592,32302,32225,64.88,73.52
"396",2804,5293,2805,5285,32532,32480,64.88,73.67
"397",3408,5581,3457,5401,31904,31863,62.5,71.88
"398",3584,6038,3558,5774,31786,31659,58.69,68.06
"399",3496,6474,3312,6184,31219,30894,47,58.83
"400",3203,6520,2822,6420,29977,29725,40.4,51.47
"401",2515,6174,2016,6318,29407,29039,39.84,51
"402",1121,5629,801,5924,29815,29191,43.1,55.19
"403",233,5449,165,5367,32270,31620,56.68,72.1
"404",89,5808,62,5576,33840,33274,59.82,75.99
"405",79,6118,28,6135,34565,33865,57.59,74
"406",71,6198,26,6385,34255,33741,53.7,70.78
"407",70,6120,26,6305,32574,32324,42.25,57.88
"408",70,6361,26,6331,30278,30056,37.78,53.7
"409",70,6439,24,6624,27766,27371,36.24,54.28
"410",61,6574,11,6510,25570,25227,33.8,50.61
"411",54,6716,6,6574,23730,23430,28.75,44.42
"412",54,6682,8,6723,22613,22446,27.57,41.89
"413",54,6429,6,6671,22167,21973,25,40.46
"414",54,6512,6,6417,22147,21986,27.25,41.77
"415",54,6441,4,6512,22534,22350,28.79,42.1
"416",55,6324,7,6396,23616,23099,33.6,45.21
"417",74,6024,60,6140,24469,23805,34.9,47.87
"418",360,5478,280,5765,26207,25933,39.84,53.03
"419",717,4966,641,5287,28561,28482,43.97,56.4
"420",817,4931,927,5032,29673,29913,53.98,64.8
"421",827,4996,1070,5018,29685,30285,50.1,62.38
"422",824,4839,880,5049,30046,30892,53.69,66.25
"423",669,4725,703,5045,29932,30854,52.8,66.2
"424",481,5252,552,5190,28724,29506,42.51,60.23
"425",262,6269,346,5902,28234,28894,42,59.38
"426",103,6914,135,6843,28603,28926,42.51,58.14
"427",69,7114,24,7164,30986,31281,55.57,69.59
"428",69,6679,9,7052,33027,32810,60.8,74.81
"429",67,6432,10,6376,34451,33710,59.82,74.28
"430",65,6030,10,6241,34616,33891,57.59,73.59
"431",65,5268,9,5771,33252,32608,53.69,68.64
"432",65,4804,11,5046,30662,29850,42.51,59.72
"433",65,4673,1,4746,27198,26865,38.24,54.84
"434",65,4767,11,4975,25056,24650,34.9,49.19
"435",65,4783,11,5000,23524,23305,33.04,46.43
"436",65,5071,12,5208,22934,22776,29.53,42.18
"437",65,6077,13,6038,22868,22671,28.07,40.08
"438",66,7103,16,7176,23614,23397,31.17,44.03
"439",74,7802,14,8043,26433,26513,39.2,50.25
"440",66,8138,13,8336,30976,31460,52.07,61.48
"441",68,8654,53,8477,34738,35444,56.49,69.97
"442",317,9222,371,9210,36761,36987,64.88,77.42
"443",962,8841,1002,9458,38192,38207,65.02,79.88
"444",1714,8650,1618,9030,38437,38341,64.88,79.56
"445",2127,8548,2063,8825,38273,38052,59.07,74.48
"446",2268,8354,2304,8420,38089,37891,55.69,69.32
"447",2356,8496,2271,8284,36853,36560,47.72,63.24
"448",2288,8104,2182,8234,36221,36103,47.43,63.06
"449",2003,7708,1702,7663,36000,35867,54.56,68.6
"450",1307,7194,945,7398,36217,36229,60.69,74.64
"451",414,6660,245,6850,37842,37941,67.25,86.83
"454",40,6890,10,6815,38265,38082,65.69,83.12
"455",38,6577,4,6695,36008,35179,60.76,75.57
"456",38,6033,3,6338,32396,31618,56.69,69.89
"457",38,5733,4,5784,29044,29025,46.67,57.6
"458",38,5908,0,5787,26742,26475,42.44,53.55
"459",38,6121,0,6123,25491,25087,42.02,52.35
"460",38,6292,0,6331,24909,24620,40,50.3
"461",38,6027,0,6117,24671,24505,39.4,49.46
"462",40,5097,4,5694,25240,25188,42.02,51.79
"463",46,4566,3,4853,27744,27866,47.43,56.08
"464",41,4345,29,4429,32474,32945,63.89,70.93
"465",60,4310,78,4253,36453,36474,67.69,80.62
"466",435,3953,473,4110,37782,37711,71.15,83.78
"467",1034,3405,1026,3646,38886,38505,77.51,92.88
"468",1552,3263,1497,3298,38890,38499,74.75,90.6
"469",1806,3536,1754,3251,38311,38172,69.89,86.02
"470",1740,4080,1761,3649,38013,38132,67.94,81.19
"471",1466,4341,1587,4145,36691,36846,65.01,79.26
"472",1204,4083,1365,4305,36174,36287,65.01,79.15
"473",836,3768,978,3745,35857,36333,66.6,79.79
"474",295,3554,462,3536,36720,36890,67.94,84.12
"475",92,3027,103,3314,38173,38856,69.89,89.84
"476",87,3069,4,2944,39838,40232,70.91,90.69
"477",86,3331,0,3180,40070,40207,69.18,89.56
"478",82,3558,1,3594,38719,39208,65.75,85.41
"479",81,3784,0,3777,36152,36258,63.1,78.73
"480",81,4099,0,4033,32568,32569,57.59,71.82
"481",81,4608,0,4491,29658,29411,60.01,70.53
"482",81,5339,3,5065,26975,26868,47.43,59.37
"483",81,5825,4,5872,25506,25391,45.94,56.97
"484",81,6213,1,6228,25129,24810,43.77,54.04
"485",81,6903,0,6742,24999,24694,42,52.15
"486",81,7160,0,7505,25621,25268,42.88,53.32
"487",81,7645,1,7560,28226,27986,46.04,55.91
"488",82,7866,36,8092,33409,33028,59.82,68.61
"489",100,7892,99,8087,36912,36643,62.33,76.21
"490",616,7767,636,8015,37941,38079,65.69,78.3
"491",1488,7352,1476,7813,38630,38761,67.75,83.04
"492",1969,7725,2252,7494,38568,38655,65.01,80.02
"493",2183,8072,2751,8180,38196,38110,59.01,74.73
"494",2170,8784,2747,8362,38101,38036,52.6,67.08
"495",2057,9538,2310,9268,36753,36868,45.13,61.83
"496",1513,9599,1861,9793,36145,36479,44.95,61.84
"497",931,9901,1349,9590,36188,36441,46.25,61.8
"498",367,9668,657,9728,36757,37061,55.47,70.91
"499",106,9574,193,9320,38715,38758,59.82,80.27
"500",102,9635,7,9625,40054,40081,58.34,78.82
"501",94,9657,8,9653,40082,40122,55.02,75.67
"502",78,9997,8,9749,39116,39146,45,65.81
"503",70,9887,5,10030,36282,36267,42,61.64
"504",70,9995,2,9689,32741,32864,38.5,55.47
"505",70,10246,1,10046,29383,29755,39.96,50.5
"506",70,10301,0,10291,26989,27137,38.4,48.08
"507",70,10104,0,10207,25501,25675,36.98,46.15
"508",70,10020,0,10082,24901,25103,33.33,42.91
"509",70,10096,0,10018,24676,24952,33.04,42.11
"510",70,10312,1,10223,25154,25540,33.33,42.31
"511",69,10291,1,10316,27545,28176,39.2,48.23
"512",70,10152,25,10168,32334,32969,45.03,53.17
"513",87,9881,73,9990,35792,36207,57.2,70.72
"514",621,9478,581,9627,37313,37521,61.57,73.93
"515",1627,9314,1338,9389,38330,38344,63.27,78.61
"516",2432,9710,2315,9457,38380,38054,61.45,77.13
"517",2851,10414,3011,10372,37854,37706,55.35,70.98
